name,country,sport,substance,webpage,date_of_birth,longitude,latitude
Alex Rasmussen,Denmark,Cycling,Missed test,/wiki/Alex_Rasmussen,1984-06-09,10.3333283,55.670249
Michael Rasmussen,Denmark,Cycling,"Blood doping, cortisone, DHEA, EPO, growth hormone, IGF-1, insulin, testosterone",/wiki/Michael_Rasmussen_(cyclist),1974-06-01,10.3333283,55.670249
Tamerlan Rasuev,Russia,Wrestling,Stanozolol,/w/index.php?title=Tamerlan_Rasuev&action=edit&redlink=1,,97.7453061,64.6863136
Eddy Ratti,Italy,Cycling,EPO,/wiki/Eddy_Ratti,1977-04-04,12.674297,42.6384261
Mihai Ravariu,Romania,Rugby union,hCG,/w/index.php?title=Mihai_Ravariu&action=edit&redlink=1,,24.6859225,45.9852129
Kiefer Ravena,Philippines,Basketball,"methylhexanamine, 1,3-Dimethylbutylamine, higenamine",/wiki/Kiefer_Ravena,1993-10-27,122.7312101,12.7503486
Alexandr Razdrobenko,Belarus,Swimming,Clenbuterol,/w/index.php?title=Alexandr_Razdrobenko&action=edit&redlink=1,,27.6971358,53.4250605
Igor Razoronov,Ukraine,Weightlifting,Nandrolone,/wiki/Igor_Razoronov,1970-03-25,31.2718321,49.4871968
Shawn Ray,United States,Bodybuilding,Anabolic steroid,/wiki/Shawn_Ray,1965-09-09,,
Rita Razmaite,Lithuania,Cycling,Bromantan,/wiki/Rita_Razmaite,1967-06-20,23.7499997,55.3500003
William Rees-Hole,United Kingdom,Rugby union,Clenbuterol,/w/index.php?title=William_Rees-Hole&action=edit&redlink=1,,,
Dermot Reeve,United Kingdom,Cricket,Cannabis,/wiki/Dermot_Reeve,1963-04-02,,
Abdur Rehman,Pakistan,Cricket,Cannabis,"/wiki/Abdur_Rehman_(cricketer,_born_1980)",1980-03-01,71.247499,30.3308401
Stephen Rehrmann,United States,Swimming,Pseudoephedrine,/w/index.php?title=Stephen_Rehrmann&action=edit&redlink=1,,,
Andris Reinholds,Latvia,Rowing,Nandrolone,/wiki/Andris_Reinholds,1971-06-07,24.7537645,56.8406494
Rica Reinisch,East Germany,Swimming,Turinabol (self-admitted),/wiki/Rica_Reinisch,1965-04-06,,
Werner Reiterer,Australia,Athletics,Admitted drug use,/wiki/Werner_Reiterer,1968-01-27,134.755,-24.7761086
Peter Ribe,Norway,Canoeing,Ephedrine,/wiki/Peter_Ribe,,8.7876653,61.1529386
Ricardo Riccò,Italy,Cycling,CERA,/wiki/Ricardo_Ricc%C3%B2,1983-09-01,12.674297,42.6384261
Wayne Richards,Australia,Rugby league,Anabolic steroids,/wiki/Wayne_Richards,1970-08-02,134.755,-24.7761086
Sha'Carri Richardson,United States,Sprinting,Cannabis,/wiki/Sha%27Carri_Richardson,2000-03-25,,
Maximiliano Richeze,Argentina,Cycling,steroid,/wiki/Maximiliano_Richeze,1983-03-07,-64.9672817,-34.9964963
Bjarne Riis,Denmark,Cycling,"EPO, cortisone, growth hormone (self-admitted)",/wiki/Bjarne_Riis,1964-04-03,10.3333283,55.670249
Samantha Riley,Australia,Swimming,Dextropropoxyphene (later exonerated due to no fault),/wiki/Samantha_Riley,1972-11-13,134.755,-24.7761086
Ryan Rimouski,Canada,Association football,Performance enhancing drugs,/w/index.php?title=Ryan_Rimouski&action=edit&redlink=1,,-107.991707,61.0666922
Juan Rincón,Venezuela,Baseball,Steroids,/wiki/Juan_Rinc%C3%B3n,1979-01-23,-66.1109318,8.0018709
Willie Rioli,Australia,Australian rules football,Submitting fake urine sample,/wiki/Willie_Rioli,1995-06-04,134.755,-24.7761086
Danny Rios,United States,Baseball,Stanozolol,/wiki/Danny_Rios,1972-11-11,,
Alessandro Rivellini,Italy,Swimming,EPO,/w/index.php?title=Alessandro_Rivellini&action=edit&redlink=1,,12.674297,42.6384261
Barret Robbins,United States,American football,THG,/wiki/Barret_Robbins,1973-08-26,,
Grant Roberts,United States,Baseball,Steroids,/wiki/Grant_Roberts,1977-09-13,,
Ana Rodrigues,Portugal,Water polo,Canrenone,,,-8.1353519,39.6621648
Charles Roche,France,Water polo,Cannabis,/wiki/Charles_Roche,,1.8883335,46.603354
Aikaterini Roditi,Greece,Weightlifting,"Methyltrienolone, Buprenorphine",/w/index.php?title=Aikaterini_Roditi&action=edit&redlink=1,,21.9877132,38.9953683
Miguel Rodrigues,Portugal,Swimming,Methylhexaneamine,/w/index.php?title=Miguel_Rodrigues_(swimming)&action=edit&redlink=1,,-8.1353519,39.6621648
Alex Rodriguez,United States,Baseball,"Testosterone, primobolan",/wiki/Alex_Rodriguez,1975-07-27,,
Ángel Rodríguez,Spain,Motorcycle racing,,/wiki/%C3%81ngel_Rodr%C3%ADguez_(motorcycle_racer),1985-05-20,-4.8379791,39.3260685
Estella Rodriguez Villanueva,Cuba,Judo,Furosemide,/wiki/Estella_Rodriguez_Villanueva,1967-11-17,-80.8328748,23.0131338
Luis Rojas,Venezuela,Swimming,Missed test,/wiki/Luis_Rojas_(swimmer),1979-07-05,-66.1109318,8.0018709
Andrea Rolle,Italy,Water polo,Cannabis,/w/index.php?title=Andrea_Rolle&action=edit&redlink=1,,12.674297,42.6384261
Luis Román Rolón,Puerto Rico,Boxing,,/wiki/Luis_Rom%C3%A1n_Rol%C3%B3n,1968-07-13,,
Bill Romanowski,United States,American football,Steroids (self-admitted),/wiki/Bill_Romanowski,1966-04-02,,
Romario,Brazil,Football (soccer),Finasteride,/wiki/Romario,1966-01-29,-53.2,-10.3333333
Helen Rorive,Belgium,Volleyball,S5 diuretics/Acetazolamide,/w/index.php?title=Helen_Rorive&action=edit&redlink=1,,4.6667145,50.6402809
Jarno Rosberg,Finland,Boxing,Methandrostenolone,/w/index.php?title=Jarno_Rosberg&action=edit&redlink=1,,25.9209164,63.2467777
Loren Ross,United States,Boxing,,/wiki/Loren_Ross,,,
Alexandru Rosu,Romania,Weightlifting,T/E 14,/wiki/Alexandru_Rosu,1987-04-30,24.6859225,45.9852129
Wolfgang Rottmann,Austria,Biathlon,Violation of blood doping rules,/wiki/Wolfgang_Rottmann,,14.12456,47.59397
Maralla Roudayna,Syria,Swimming,Ephedrine,/w/index.php?title=Maralla_Roudayna&action=edit&redlink=1,,39.0494106,34.6401861
Didier Rous,France,Cycling,Erythropoietin (EPO),/wiki/Didier_Rous,1970-09-18,1.8883335,46.603354
Hugo Roux,France,Water polo,Cannabis,/w/index.php?title=Hugo_Roux&action=edit&redlink=1,,1.8883335,46.603354
Fatullaev Rovshan,Argentina,Weightlifting,Metandienone,/w/index.php?title=Fatullaev_Rovshan&action=edit&redlink=1,,-64.9672817,-34.9964963
Judson Rowbotham,Canada,Rugby,Cannabis,/w/index.php?title=Judson_Rowbotham&action=edit&redlink=1,,-107.991707,61.0666922
Michal Rubáček,Czech Republic,Swimming,Methylhexaneamine,/wiki/Michal_Rub%C3%A1%C4%8Dek,1986-12-19,,
Ammar Rubaiaawi,Iraq,Weightlifting,Metandienone,/w/index.php?title=Ammar_Rubaiaawi&action=edit&redlink=1,,44.1749775,33.0955793
Lazaro Ruiz,Cuba,Weightlifting,Boldenone,/wiki/Lazaro_Ruiz,,-80.8328748,23.0131338
Graeme Rummans,Australia,Cricket,Probenecid,/wiki/Graeme_Rummans,1976-12-13,134.755,-24.7761086
Raimondas Rumšas,Lithuania,Cycling,,/wiki/Raimondas_Rum%C5%A1as,1972-01-14,23.7499997,55.3500003
Andrey Russkikh,Russia,Cycling,,/w/index.php?title=Andrey_Russkikh&action=edit&redlink=1,,97.7453061,64.6863136
Esmatullah Rustam Khil,Afghanistan,Weightlifting,"Clostedol, Methylhexaneamine",/w/index.php?title=Esmatullah_Rustam_Khil&action=edit&redlink=1,,66.2385139,33.7680065
Stefan Rütimann,Switzerland,Cycling,testosterone,/w/index.php?title=Stefan_R%C3%BCtimann&action=edit&redlink=1,,8.2319736,46.7985624
Andrey Rybakov,Russia,Weightlifting,,/w/index.php?title=Andrey_Rybakov&action=edit&redlink=1,,97.7453061,64.6863136
Jesse Ryder,New Zealand,Cricket,"1-Phenylbutan-2-amine (PBA) and N, alphadiethyl-benzeneethanamine (DEBEA)",/wiki/Jesse_Ryder,1984-08-06,,
Aleksandr Rytchkov,Russia,Football,cannabis,/wiki/Aleksandr_Rytchkov,1974-09-29,97.7453061,64.6863136
Ahmed Saad,Australia,Australian rules football,,/wiki/Ahmed_Saad_(Australian_footballer),1989-10-09,134.755,-24.7761086
Milla Saari (née Jauho),Finland,Cross-country skiing,HES,/wiki/Milla_Saari,1975-10-28,25.9209164,63.2467777
Evi Sachenbacher-Stehle,Germany,Biathlon,Methylhexanamine,/wiki/Evi_Sachenbacher-Stehle,1980-11-27,10.4478313,51.1638175
Sharifi Sadeh,Iran,Weightlifting,Metandienone,/w/index.php?title=Sharifi_Sadeh&action=edit&redlink=1,,54.5643516,32.6475314
Şule Şahbaz,Turkey,Weightlifting,,/wiki/%C5%9Eule_%C5%9Eahbaz,1978-10-02,34.9249653,38.9597594
Mamadou Sakho,France,Football (soccer),Fat-burning substance,/wiki/Mamadou_Sakho,1990-02-13,1.8883335,46.603354
Nicholas Santos,Brazil,Swimming,Furosemide,/wiki/Nicholas_Santos,1980-02-14,-53.2,-10.3333333
Asaad Said,Qatar,Weightlifting,,/w/index.php?title=Asaad_Said&action=edit&redlink=1,,51.2295295,25.3336984
Saiedah Said,Singapore,Silat,"Nor-Sibutramine, OH-Nor Sibutramine",/w/index.php?title=Saiedah_Said&action=edit&redlink=1,,103.8194992,1.357107
Wendell Sailor,Australia,Rugby union,Cocaine,/wiki/Wendell_Sailor,1974-07-16,134.755,-24.7761086
Juan Salas,Dominican Republic,Baseball,,/wiki/Juan_Salas,1978-11-07,,
Daniel Sam,United Kingdom,Kickboxing,,/wiki/Daniel_Sam,1981-08-13,,
Zabit Samedov,Azerbaijan,Kickboxing,Anabolic steroid,/wiki/Zabit_Samedov,1984-07-21,47.7872508,40.3936294
Leonidas Sampanis,Greece,Weightlifting,Testosterone,/wiki/Leonidas_Sampanis,1971-10-28,21.9877132,38.9953683
Maarten Sampermans,Belgium,Volleyball,Cannabinoids,/w/index.php?title=Maarten_Sampermans&action=edit&redlink=1,,4.6667145,50.6402809
Olga Samulenkova,Russia,Rowing,Testosterone,/wiki/Olga_Samulenkova,1978-06-30,97.7453061,64.6863136
Chris Salem,Lebanon,Rugby league,Methylhexaneamine,/wiki/Chris_Salem,,35.843409,33.8750629
Yann San Biagio,France,Water polo,Cannabis,/w/index.php?title=Yann_San_Biagio&action=edit&redlink=1,,1.8883335,46.603354
Alex Sánchez,Cuba,Baseball,Steroids,/wiki/Alex_S%C3%A1nchez_(outfielder),1976-08-26,-80.8328748,23.0131338
Francisco Pérez Sanchez,Spain,Cycling,Erythropoietin (EPO),/wiki/Francisco_P%C3%A9rez_Sanchez,1978-07-22,-4.8379791,39.3260685
Joel Sánchez,Peru,Football (soccer),Methylhexaneamine,/wiki/Joel_S%C3%A1nchez_(Peruvian_footballer),1989-06-11,-75.0458515,-6.8699697
Pradeep Sangwan,India,Cricket,Steroid,/wiki/Pradeep_Sangwan,1990-11-05,78.6677428,22.3511148
Mauro Santambrogio,Italy,Cycling,,/wiki/Mauro_Santambrogio,1984-10-07,12.674297,42.6384261
Induino Santoni,Italy,Lifesaving,Cocaine,/w/index.php?title=Induino_Santoni&action=edit&redlink=1,,12.674297,42.6384261
Virpi Sarasvuo (née Kuitunen),Finland,Cross-country skiing,HES,/wiki/Virpi_Sarasvuo,1976-05-20,25.9209164,63.2467777
Mitchell Sargent,Australia,Rugby league,Cocaine,/wiki/Mitchell_Sargent,1979-07-02,134.755,-24.7761086
Viseslav Saric,Croatia,Swimming,Cannabis,/wiki/Viseslav_Saric,1977-02-03,15.6575209,45.3658443
Santis Sarkanis,Latvia,Cycling,Ephedrine,/w/index.php?title=Santis_Sarkanis&action=edit&redlink=1,,24.7537645,56.8406494
Hasan Şaş,Turkey,Football (soccer),Fenilpropanolamin,/wiki/Hasan_%C5%9Ea%C5%9F,1976-08-01,34.9249653,38.9597594
Todd Sauerbrun,United States,American football,Ephedra,/wiki/Todd_Sauerbrun,1973-01-04,,
Dmitry Sayustov,Russia,Ice hockey,,/w/index.php?title=Dmitry_Sayustov&action=edit&redlink=1,,97.7453061,64.6863136
Adam Sbieh,United States,Cycling,Erythropoietin (EPO),/w/index.php?title=Adam_Sbieh&action=edit&redlink=1,,,
Orlando Scandrick,United States,American football,Amphetamines (MDMA),/wiki/Orlando_Scandrick,1987-02-10,,
Michele Scarponi,Italy,Cycling,Operación Puerto doping case,/wiki/Michele_Scarponi,1979-09-25,12.674297,42.6384261
Viktors Ščerbatihs,Latvia,Weightlifting,Anabolic steroids,/wiki/Viktors_%C5%A0%C4%8Derbatihs,1974-10-06,24.7537645,56.8406494
Uliana Schcherbo,Ukraine,Weightlifting,Stanozolol,/w/index.php?title=Uliana_Schcherbo&action=edit&redlink=1,,31.2718321,49.4871968
Fränk Schleck,Luxembourg,Cycling,Xipamide,/wiki/Fr%C3%A4nk_Schleck,1980-04-15,6.1296751,49.8158683
Mike Schmidt,United States,Baseball,Amphetamines  (self-admitted),/wiki/Mike_Schmidt,1949-09-27,,
Nate Schmidt,United States,Hockey,,/wiki/Nate_Schmidt,1991-07-16,,
Roland Schmidt,East Germany,Weightlifting,Turinabol (self-admitted),/w/index.php?title=Roland_Schmidt&action=edit&redlink=1,,,
Petra Schneider,East Germany,Swimming,Anabolic steroids (self-admitted),/wiki/Petra_Schneider,1963-01-11,,
Carl Schreuder,South Africa,Swimming,Ephedrine,/w/index.php?title=Carl_Schreuder&action=edit&redlink=1,,,
Katja Schumacher,Germany,Triathlon,Testosterone,/wiki/Katja_Schumacher,,10.4478313,51.1638175
Stefan Schumacher,Germany,Cycling,CERA,/wiki/Stefan_Schumacher,1981-07-21,10.4478313,51.1638175
Alex Schwazer,Italy,Athletics,Epo,/wiki/Alex_Schwazer,1984-12-26,12.674297,42.6384261
Mehdi Sebou,Morocco,Water polo,Nandrolone,/w/index.php?title=Mehdi_Sebou&action=edit&redlink=1,,-7.3362482,31.1728205
Violeta Sechka,Belarus,Weightlifting,Drostanolone,/w/index.php?title=Violeta_Sechka&action=edit&redlink=1,,27.6971358,53.4250605
Sead Seferović,Bosnia and Herzegovina,Football (soccer),Ephedrine,/wiki/Sead_Seferovi%C4%87,1970-04-28,,
David Segui,United States,Baseball,"Anabolic steroids, growth hormone",/wiki/David_Segui,1966-07-19,,
Mudarra Segura,Costa Rica,Cycling,GW501516,/w/index.php?title=Mudarra_Segura&action=edit&redlink=1,,,
Emanuele Sella,Italy,Cycling,Erythropoietin (EPO),/wiki/Emanuele_Sella,1981-01-09,12.674297,42.6384261
Yury Selyutin,Russia,Weightlifting,Metandienone,/w/index.php?title=Yury_Selyutin&action=edit&redlink=1,,97.7453061,64.6863136
Sun Yang,China,Swimming,Not to declare the use of medical drugs,/wiki/Sun_Yang,1991-12-01,104.999927,35.000074
Alexander Serebryakov,Russia,Cycling,,/wiki/Alexander_Serebryakov,1987-09-27,97.7453061,64.6863136
Armas Sergio,Argentina,Weightlifting,Clenbuterol,/w/index.php?title=Armas_Sergio&action=edit&redlink=1,,-64.9672817,-34.9964963
Diogo dos Santos Serra,Portugal,Water polo,Cocaine,/w/index.php?title=Diogo_dos_Santos_Serra&action=edit&redlink=1,,-8.1353519,39.6621648
Jeremy Serreau,France,Water polo,Testosterone,/w/index.php?title=Jeremy_Serreau&action=edit&redlink=1,,1.8883335,46.603354
Óscar Sevilla,Spain,Cycling,,/wiki/%C3%93scar_Sevilla,1976-09-29,-4.8379791,39.3260685
Roberto Sgambelluri,Italy,Cycling,NESP,/wiki/Roberto_Sgambelluri,1974-04-06,12.674297,42.6384261
Frank Shackman,Germany,Weightlifting,Metandienone,/w/index.php?title=Frank_Shackman&action=edit&redlink=1,,10.4478313,51.1638175
Yasir Shah,Pakistan,Cricket,Chlortalidone,/wiki/Yasir_Shah,1986-05-02,71.247499,30.3308401
Salem Hussain Shaheen,Saudi Arabia,Swimming,Cannabis,/w/index.php?title=Salem_Hussain_Shaheen&action=edit&redlink=1,,,
Yacoub Shahenda,Jordan,Weightlifting,Stanozolol,/w/index.php?title=Yacoub_Shahenda&action=edit&redlink=1,,36.941628,31.1667049
Khurram Shahzad,Pakistan,Weightlifting,Methandienone,/wiki/Khurram_Shahzad_(weightlifter),,71.247499,30.3308401
Mohammad Shahzad,Afghanistan,Cricket,Clenbuterol,/wiki/Mohammad_Shahzad,1988-01-10,66.2385139,33.7680065
Ken Shamrock,United States,Mixed Martial Arts,"Stanozolol, 19-Norandrosterone and 19-Noretiocholanolone",/wiki/Ken_Shamrock,1964-02-11,,
Tariq Ali Sharahli,Saudi Arabia,Volleyball,Cannabinoids,/w/index.php?title=Tariq_Ali_Sharahli&action=edit&redlink=1,,,
Maria Sharapova,Russia,Tennis,Meldonium,/wiki/Maria_Sharapova,1987-04-19,97.7453061,64.6863136
Surya Prasad Sharma,India,Swimming,Stanozolol,/w/index.php?title=Surya_Prasad_Sharma&action=edit&redlink=1,,78.6677428,22.3511148
Keri-Leigh Shaw,South Africa,Swimming,"Clenbuterol, Ephedrine",/w/index.php?title=Keri-Leigh_Shaw&action=edit&redlink=1,,,
Prithvi Shaw,India,Cricket,Terbutaline,/wiki/Prithvi_Shaw,1999-11-09,78.6677428,22.3511148
Maxim Shcherbakov,Russia,Swimming,,/w/index.php?title=Maxim_Shcherbakov&action=edit&redlink=1,,97.7453061,64.6863136
Shang Shichun,China,Weightlifting,,/w/index.php?title=Shang_Shichun&action=edit&redlink=1,,104.999927,35.000074
Frankie Sheahan,Ireland,Rugby,Salbutomol,/wiki/Frankie_Sheahan,1976-08-27,-7.9794599,52.865196
Gary Sheffield,United States,Baseball,Steroids (no rules set for punishment),/wiki/Gary_Sheffield,1968-11-18,,
Ahmed Shehzad,Pakistan,Cricket,,/wiki/Ahmed_Shehzad,1991-11-23,71.247499,30.3308401
Tuliayeva Shemshat,Belarus,Weightlifting,Clenbuterol,/w/index.php?title=Tuliayeva_Shemshat&action=edit&redlink=1,,27.6971358,53.4250605
Sean Sherk,United States,Mixed martial arts,Nandrolone (tainted supplement),/wiki/Sean_Sherk,1973-08-05,,
Andrey Shevtsov,Canada,Swimming,Cannabinoids,/wiki/Andrey_Shevtsov,1961-12-13,-107.991707,61.0666922
Georgi Shikov,Bulgaria,Weightlifting,"Clenbuterol, Hydroxystanozolol",/w/index.php?title=Georgi_Shikov&action=edit&redlink=1,,25.4856617,42.6073975
Takahiro Shimonaka,Japan,Wrestling,Tamoxifen,/w/index.php?title=Takahiro_Shimonaka&action=edit&redlink=1,,139.2394179,36.5748441
Sergei Shiriaev,Russia,Cross-country skiing,Erythropoietin (EPO),/wiki/Sergei_Shiriaev,1983-02-08,97.7453061,64.6863136
Denis Shiryakov,Russia,Weightlifting,,/w/index.php?title=Denis_Shiryakov&action=edit&redlink=1,,97.7453061,64.6863136
Katsiryna Shkuraava,Belarus,Weightlifting,Metandienone,/w/index.php?title=Katsiryna_Shkuraava&action=edit&redlink=1,,27.6971358,53.4250605
Oleg Shteinikov,Kazakhstan,Swimming,Nandrolone,/w/index.php?title=Oleg_Shteinikov&action=edit&redlink=1,,66.7780818,48.1012954
Abdurahman Shtwei,Libya,Weightlifting,"Testosterone, Epitestosterone",/w/index.php?title=Abdurahman_Shtwei&action=edit&redlink=1,,18.1236723,26.8234472
Azizojan Shukurov,Tajikistan,Weightlifting,Metandienone,/w/index.php?title=Azizojan_Shukurov&action=edit&redlink=1,,70.8156541,38.6281733
Irina Sibetova,Russia,Weightlifting,Metandienone,/w/index.php?title=Irina_Sibetova&action=edit&redlink=1,,97.7453061,64.6863136
Kashif Siddiq,Pakistan,Cricket,"Nandralone, Stanazolol",/wiki/Kashif_Siddiq,1981-12-31,71.247499,30.3308401
Jörg Harald Sievers,East Germany,Swimming,Turinabol,/wiki/J%C3%B6rg_Harald_Sievers,,,
Steve Siler,United States,Swimming,Ephedrine,/w/index.php?title=Steve_Siler&action=edit&redlink=1,,,
Kristina Silkina,Russia,Weightlifting,,/w/index.php?title=Kristina_Silkina&action=edit&redlink=1,,97.7453061,64.6863136
Antônio Silva,Brazil,Mixed Martial Arts,Boldenone,/wiki/Ant%C3%B4nio_Silva_(fighter),1979-09-14,-53.2,-10.3333333
Glauber Araujo Silva,Brazil,Swimming,Testosterone,/w/index.php?title=Glauber_Araujo_Silva&action=edit&redlink=1,,-53.2,-10.3333333
Filippo Simeoni,Italy,Cycling,"Erythropoietin (EPO), growth hormone",/wiki/Filippo_Simeoni,1971-08-17,12.674297,42.6384261
Helle Simonsen,Denmark,Curling,Unspecified,/wiki/Helle_Simonsen_(curler),1984-09-07,10.3333283,55.670249
Win Shwe Sin,Myanmar,Weightlifting,,/w/index.php?title=Win_Shwe_Sin&action=edit&redlink=1,,95.9999652,17.1750495
Harpreet Singh,India,Weightlifting,Nandroline,/w/index.php?title=Harpreet_Singh_(weightlifting)&action=edit&redlink=1,,78.6677428,22.3511148
Rajesh Kumar Singh,India,Weightlifting,Metandienone,/w/index.php?title=Rajesh_Kumar_Singh_(weightlifter)&action=edit&redlink=1,,78.6677428,22.3511148
Tajinder Singh,India,Weightlifting,,/wiki/Tajinder_Singh,1992-05-25,78.6677428,22.3511148
Patrik Sinkewitz,Germany,Cycling,Testosterone,/wiki/Patrik_Sinkewitz,1980-10-20,10.4478313,51.1638175
Jannik Sinner,Italy,Tennis,Clostebol,/wiki/Jannik_Sinner,2001-08-16,12.674297,42.6384261
Oleksandr Sitalo,Ukraine,Wrestling,THC,/w/index.php?title=Oleksandr_Sitalo&action=edit&redlink=1,,31.2718321,49.4871968
Faina Sivanbayeva,Kazakhstan,Weightlifting,Stanozolol,/w/index.php?title=Faina_Sivanbayeva&action=edit&redlink=1,,66.7780818,48.1012954
Marcel Six,United Kingdom,Cycling,Refusal to submit to doping test,/w/index.php?title=Marcel_Six&action=edit&redlink=1,,,
Michael Skelde,Denmark,Cycling,Testosterone,/wiki/Michael_Skelde,1973-08-13,10.3333283,55.670249
Jesper Skibby,Denmark,Cycling,(self-admitted),/wiki/Jesper_Skibby,1964-03-21,10.3333283,55.670249
Tremayne Smartt,Guyana,Cricket,Furosemide,/wiki/Tremayne_Smartt,1985-09-17,-58.6416891,4.8417097
Adam Smith,United States,Mixed martial arts,"cocaine, cannabis",/w/index.php?title=Adam_Smith_(fighter)&action=edit&redlink=1,,,
Joel Smith,Australia,Australian rules football,Cocaine,"/wiki/Joel_Smith_(footballer,_born_1996)",1996-02-25,134.755,-24.7761086
Kenneth Smith,South Africa,Swimming,"Cannabinoids, MDMA",/w/index.php?title=Kenneth_Smith_(swimmer)&action=edit&redlink=1,,,
Lonnie Smith,United States,Baseball,Cocaine,/wiki/Lonnie_Smith_(baseball),1955-12-22,,
Michelle Smith (Michelle de Bruin),Ireland,Swimming,Tampering with test,/wiki/Michelle_Smith,1969-12-16,-7.9794599,52.865196
Paul Smith,England,Cricket,"Cocaine, confessed after quitting the sport.","/wiki/Paul_Smith_(cricketer,_born_1964)",1964-04-15,,
Richard Smith,Australia,Cycling,Blood Doping,/w/index.php?title=Richard_Smith_(cyclist)&action=edit&redlink=1,,134.755,-24.7761086
Ebi Smolarek,Poland,Football (soccer),Cannabis,/wiki/Ebi_Smolarek,1981-01-09,19.134422,52.215933
Matt Socholotiuk,Canada,Canadian football,Human growth hormone,/w/index.php?title=Matt_Socholotiuk&action=edit&redlink=1,,-107.991707,61.0666922
Edgars Soika,Latvia,Curling,Spironolactone,/w/index.php?title=Edgars_Soika&action=edit&redlink=1,,24.7537645,56.8406494
Sergei Sokolov,Azerbaijan,Football (soccer),Betamethasone,/wiki/Sergei_Sokolov_(Azerbaijani_footballer),1977-03-12,47.7872508,40.3936294
Andrey Solomennikov,Russia,Cycling,,/wiki/Andrey_Solomennikov,1987-06-10,97.7453061,64.6863136
Nasser El Sonbaty,Germany,Bodybuilding,Diuretics,/wiki/Nasser_El_Sonbaty,1965-10-15,10.4478313,51.1638175
Christiane Knacke-Sommer,East Germany,Swimming,Anabolic steroids. (Self-admitted),/w/index.php?title=Christiane_Knacke-Sommer&action=edit&redlink=1,,,
Chael Sonnen,United States,Mixed Martial Arts,"testosterone/epitestosterone,  ratio, anastrozole, clomiphene, Human Growth Hormone, Erythropoeitan (EPO), Human Chorionic Gonadotropin,",/wiki/Chael_Sonnen,1977-04-03,,
Lary Sorensen,United States,Baseball,Cocaine,/wiki/Lary_Sorensen,1955-10-04,,
Rolf Sørensen,Denmark,Cycling,"EPO, cortisone",/wiki/Rolf_S%C3%B8rensen,1965-04-20,10.3333283,55.670249
Yoel Sotolongo,Cuba,Weightlifting,Metandienone,/w/index.php?title=Yoel_Sotolongo&action=edit&redlink=1,,-80.8328748,23.0131338
Maurizio Spaziano,Italy,Water polo,Cannabis,/w/index.php?title=Maurizio_Spaziano&action=edit&redlink=1,,12.674297,42.6384261
Duncan Spencer,England,Cricket,Nandrolone,/wiki/Duncan_Spencer,1972-04-05,,
Brandon Spikes,United States,American football,,/wiki/Brandon_Spikes,1987-09-03,,
Nikos Spyropoulos,Greece,Football (soccer),Testosterone,/wiki/Nikos_Spyropoulos,1983-10-10,21.9877132,38.9953683
Giorgia Squizzato,Italy,Swimming,Clostebol,/w/index.php?title=Giorgia_Squizzato&action=edit&redlink=1,,12.674297,42.6384261
Sukanya Srisurat,Thailand,Weightlifting,Methandienone,/wiki/Sukanya_Srisurat,1995-05-03,100.83273,14.8971921
Zinaida Stahurskaya,Belarus,Cycling,"stanozolol, testosterone",/wiki/Zinaida_Stahurskaya,1971-02-09,27.6971358,53.4250605
Jaap Stam,Netherlands,Football (soccer),Nandrolone,/wiki/Jaap_Stam,1972-07-17,5.541246849406163,52.24764975
Roger Stanislaus,England,Football (soccer),Cocaine,/wiki/Roger_Stanislaus,1968-11-02,,
James Stanton,Australia,Water polo,Clenbuterol,/wiki/James_Stanton_(water_polo),1983-07-21,134.755,-24.7761086
Matt Stevens,England,Rugby Union,Cocaine,/wiki/Matt_Stevens_(rugby_union),1982-10-01,,
Anthony Steward,South Africa,Water polo,Benzoylecgonine,/wiki/Anthony_Steward,,,
David Stits,Belgium,Water polo,Cannabis,/w/index.php?title=David_Stits&action=edit&redlink=1,,4.6667145,50.6402809
Ivan Stoitsov,Bulgaria,Weightlifting,Steroids,/wiki/Ivan_Stoitsov,1985-03-22,25.4856617,42.6073975
Nick Stone,Australia,Australian rules football,"Amphetamine, methamphetamine","/wiki/Nick_Stone_(footballer,_born_1972)",1972-09-19,134.755,-24.7761086
Marko Strahija,Croatia,Swimming,hCG,/wiki/Marko_Strahija,1975-05-28,15.6575209,45.3658443
Astrid Strauss,East Germany,Swimming,Testosterone,/wiki/Astrid_Strauss,1968-12-24,,
Darryl Strawberry,United States,Baseball,Cocaine,/wiki/Darryl_Strawberry,1962-03-12,,
Dimitriy Striga,Kazakhstan,Weightlifting,Stanozolol,/w/index.php?title=Dimitriy_Striga&action=edit&redlink=1,,66.7780818,48.1012954
Marcus Stroman,United States,Baseball,Methylhexaneamine,/wiki/Marcus_Stroman,1991-05-01,,
Jamal Strong,United States,Baseball,,/wiki/Jamal_Strong,1978-08-05,,
Marcus Stroud,United States,American football,Anabolic steroids,/wiki/Marcus_Stroud,1978-06-25,,
Barbora Strýcová,Czech Republic,Tennis,Sibutramine,/wiki/Barbora_Str%C3%BDcov%C3%A1,1986-03-28,,
Jamie Stuart,England,Football (soccer),"Cocaine, Cannabis",/wiki/Jamie_Stuart,1976-10-15,,
Dana Stubblefield,United States,American football,THG,/wiki/Dana_Stubblefield,1970-11-14,,
Anna Stylianou,Cyprus,Swimming,Nandrolone,/wiki/Anna_Stylianou,1986-05-20,33.1451285,34.9823018
