,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
1458,Moldodosov Sultan,Kyrgyzstan,Weightlifting,metandienone,/w/index.php?title=Moldodosov_Sultan&action=edit&redlink=1,,74.724091,41.5089324
1459,Salem Sultan,United Arab Emirates,Weightlifting,"stanozolol,hydroxystanozolol",/wiki/Salem_Sultan,1993-05-09,,
1460,Leonardo Sumida,Brazil,Swimming,cannabis,/w/index.php?title=Leonardo_Sumida&action=edit&redlink=1,,-53.2,-10.3333333
1461,Sun Yan,China,Weightlifting,,/w/index.php?title=Sun_Yan_(weightlifter)&action=edit&redlink=1,,104.999927,35.000074
1462,S Sunaina,India,Weightlifting,nandrolone,/w/index.php?title=S_Sunaina&action=edit&redlink=1,,78.6677428,22.3511148
1463,Martin Johnsrud Sundby,Norway,Cross-country skiing,salbutamol,/wiki/Martin_Johnsrud_Sundby,1984-09-26,8.7876653,61.1529386
1464,Joe Surgenor,Canada,Canadian football,,/w/index.php?title=Joe_Surgenor&action=edit&redlink=1,,-107.991707,61.0666922
1465,Evgeni Sviridov,Uzbekistan,Figure skating,,/wiki/Evgeni_Sviridov_(figure_skater),1974-08-15,63.9528098,41.32373
1466,Eranga Swarnathilake,Sri Lanka,Rugby union,methylhexanamine,/w/index.php?title=Eranga_Swarnathilake&action=edit&redlink=1,,,
1467,Iga Świątek,Poland,Tennis,trimetazidine,/wiki/Iga_%C5%9Awi%C4%85tek,2001-05-31,19.134422,52.215933
1468,Tim Sylvia,United States,Mixed martial arts,nandrolone,/wiki/Tim_Sylvia,1976-03-05,,
1469,Nataliya Syrota,Ukraine,Weightlifting,octopamine,/w/index.php?title=Nataliya_Syrota&action=edit&redlink=1,,31.2718321,49.4871968
1470,Botond Szalma,Hungary/ Netherlands,Water polo,cannabis,/w/index.php?title=Botond_Szalma&action=edit&redlink=1,,,
1471,Nikolett Szepesi,Hungary,Swimming,missed test,/wiki/Nikolett_Szepesi,1987-09-11,19.5060937,47.1817585
1472,Krzysztof Szramiak,Poland,Weightlifting,methandienone,/wiki/Krzysztof_Szramiak,,19.134422,52.215933
1473,Tang Ninsha,China,Swimming,metandienone,/w/index.php?title=Tang_Ninsha&action=edit&redlink=1,,104.999927,35.000074
1474,Ekaterina Tankeeva,Russia,Water polo,,/wiki/Ekaterina_Tankeeva,1988-04-28,97.7453061,64.6863136
1475,Ibrahim Tanko,Ghana,Football (soccer),cannabis,/wiki/Ibrahim_Tanko,1977-07-25,-1.0800271,8.0300284
1476,Anissa Tann,Australia,Football (soccer),nandrolone,/wiki/Anissa_Tann,1967-10-10,134.755,-24.7761086
1477,Alvaro Tardaguila,Uruguay,Cycling,r-epo,/wiki/Alvaro_Tardaguila,1975-08-16,-56.0201525,-32.8755548
1478,Antonio Tarver,United States,Boxing,drostanolone,/wiki/Antonio_Tarver,1968-11-21,,
1479,Martin Tauber,Austria,Cross-country skiing,violation of blood doping rules,/wiki/Martin_Tauber,1976-11-04,14.12456,47.59397
1480,Dom Taylor,England,Darts,,/w/index.php?title=Dom_Taylor&action=edit&redlink=1,,,
1481,Irina Tchachina,Russia,Rhythmic gymnastics,furosemide,/wiki/Irina_Tchachina,1982-04-24,97.7453061,64.6863136
1482,Rosa Tenerio,Ecuador,Weightlifting,,/w/index.php?title=Rosa_Tenerio&action=edit&redlink=1,,-79.3666965,-1.3397668
1483,Michail Tetteris,Greece,Water polo,budesonide,/w/index.php?title=Michail_Tetteris&action=edit&redlink=1,,21.9877132,38.9953683
1484,Than Kyi Kyi,Myanmar,Weightlifting,diuretic,/w/index.php?title=Than_Kyi_Kyi&action=edit&redlink=1,,95.9999652,17.1750495
1485,Upul Tharanga,Sri Lanka,Cricket,"prednisone,prednisolone",/wiki/Upul_Tharanga,1985-02-02,,
1486,José Théodore,Canada,Ice hockey,finasteride,/wiki/Jos%C3%A9_Th%C3%A9odore,1976-09-13,-107.991707,61.0666922
1487,Pan Yar Thet,Myanmar,Weightlifting,,/w/index.php?title=Pan_Yar_Thet&action=edit&redlink=1,,95.9999652,17.1750495
1488,Gert-Jan Theunisse,Netherlands,Cycling,admitted use of celestone,/wiki/Gert-Jan_Theunisse,1963-01-14,5.541246849406163,52.24764975
1489,Brad Thomas,Australia,Baseball,,/wiki/Brad_Thomas_(baseball),1977-10-22,134.755,-24.7761086
1490,Josh Thomas,Australia,Australian rules football,clenbuterol,/wiki/Josh_Thomas_(Australian_footballer),1991-10-01,134.755,-24.7761086
1491,Tammy Thomas,United States,Cycling,testosterone,/wiki/Tammy_Thomas,,,
1492,Leks Tomasz,Poland,Weightlifting,,/w/index.php?title=Leks_Tomasz&action=edit&redlink=1,,19.134422,52.215933
1493,Do Thi Ngan Thuong,Vietnam,Gymnastics,furosemide,/wiki/Do_Thi_Ngan_Thuong,1989-03-10,107.9650855,15.9266657
1494,Tian Nannan,China,Swimming,drostanolone,/w/index.php?title=Tian_Nannan&action=edit&redlink=1,,104.999927,35.000074
1495,Egor Titov,Russia,Football (soccer),bromantan,/wiki/Egor_Titov,1976-05-29,97.7453061,64.6863136
1496,Richard Tkac,Slovakia,Weightlifting,"boldenone,androsterone",/w/index.php?title=Richard_Tkac&action=edit&redlink=1,,19.4528646,48.7411522
1497,Paola Todaro,Italy,Water polo,cocaine,/w/index.php?title=Paola_Todaro&action=edit&redlink=1,,12.674297,42.6384261
1498,Olibia Toka,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Olibia_Toka&action=edit&redlink=1,,21.9877132,38.9953683
1499,Rajiv Tomar,India,Wrestling,methylhexaneamine,/wiki/Rajiv_Tomar,1980-12-31,78.6677428,22.3511148
1500,James Toney,United States,Boxing,nandrolone,/wiki/James_Toney,1968-08-24,,
1501,Jasdeep Toor,Canada,Football (soccer),methylhexaneamine,/w/index.php?title=Jasdeep_Toor&action=edit&redlink=1,,-107.991707,61.0666922
1502,Bela Torok,Hungary,Water polo,hydrochlorothiazide,/w/index.php?title=Bela_Torok&action=edit&redlink=1,,19.5060937,47.1817585
1503,Anthony Torres,United States,Mixed martial arts,boldenone,/w/index.php?title=Anthony_Torres&action=edit&redlink=1,,,
1504,Kolo Touré,Ivory Coast,Football (soccer),,/wiki/Kolo_Tour%C3%A9,1981-03-19,,
1505,Mark Tout,United Kingdom,Bobsleigh,stanozolol,/wiki/Mark_Tout,,,
1506,Pawel Trenda,Poland,Swimming,cannabis,/w/index.php?title=Pawel_Trenda&action=edit&redlink=1,,19.134422,52.215933
1507,Anastasios Triantafyllou,Greece,Weightlifting,"stanozolol,methyltrienolone",/wiki/Anastasios_Triantafyllou,1987-05-30,21.9877132,38.9953683
1508,Viktor Troicki,Serbia,Tennis,refusal to submit to doping test,/wiki/Viktor_Troicki,1986-02-10,20.55144,44.1534121
1509,Alan Tsagaev,Bulgaria,Weightlifting,steroids,/wiki/Alan_Tsagaev,1977-09-13,25.4856617,42.6073975
1510,Thomas Tsakirakis,Greece,Water polo,stanozolol,/w/index.php?title=Thomas_Tsakirakis&action=edit&redlink=1,,21.9877132,38.9953683
1511,Felix Tsarikaev,Russia,Wrestling,hydroxystanozolol,/w/index.php?title=Felix_Tsarikaev&action=edit&redlink=1,,97.7453061,64.6863136
1512,Damian Tsekenis,Australia,Football (soccer),"ibutamoren,enobosarm,rad140,ligandrol",/wiki/Damian_Tsekenis,2001-04-16,134.755,-24.7761086
1513,Phil Tufnell,United Kingdom,Cricket,missed drug test,/wiki/Phil_Tufnell,1966-04-29,,
1514,Shemshat Tuliayeva,Belarus,Weightlifting,clenbuterol,/w/index.php?title=Shemshat_Tuliayeva&action=edit&redlink=1,,27.6971358,53.4250605
1515,Ben Tune,Australia,Rugby,,/wiki/Ben_Tune,1976-12-28,134.755,-24.7761086
1516,Hedo Türkoğlu,Turkey,Basketball,methenolone,/wiki/Hedo_T%C3%BCrko%C4%9Flu,1979-03-19,34.9249653,38.9597594
1517,Billy Turley,England,Football (soccer),nandrolone  cocaine,/wiki/Billy_Turley,1973-07-15,,
1518,Federico Turrini,Italy,Swimming,19-norandrosterone,/wiki/Federico_Turrini,1987-07-21,12.674297,42.6384261
1519,Ano Turtiainen,Finland,Powerlifting,androgenic drugs,/wiki/Ano_Turtiainen,1967-08-25,25.9209164,63.2467777
1520,Alexandra Tziouti,Greece,Cycling,nandrolone,/w/index.php?title=Alexandra_Tziouti&action=edit&redlink=1,,21.9877132,38.9953683
1521,Genco Ucan,Turkey,Swimming,metenolone,/w/index.php?title=Genco_Ucan&action=edit&redlink=1,,34.9249653,38.9597594
1522,Attila Ungvari,Hungary,Judo,stanozolol,/wiki/Attila_Ungvari,1988-10-25,19.5060937,47.1817585
1523,Sergey Ulegin,Russia,Canoe sprint,amphetamine,/wiki/Sergey_Ulegin,,97.7453061,64.6863136
1524,Jan Ullrich,Germany,Cycling,amphetamine,/wiki/Jan_Ullrich,1973-12-02,10.4478313,51.1638175
1525,Kumar Umang,India,Volleyball,norandrostenedione,/w/index.php?title=Kumar_Umang&action=edit&redlink=1,,78.6677428,22.3511148
1526,Paritosh Upadhyay,India,Weightlifting,,/w/index.php?title=Paritosh_Upadhyay&action=edit&redlink=1,,78.6677428,22.3511148
1527,Juan Guillermo Uran,Colombia,Swimming,cocaine,/w/index.php?title=Juan_Guillermo_Uran&action=edit&redlink=1,,-72.9088133,4.099917
1528,Alexander Urinov,Uzbekistan,Weightlifting,cannabis,/w/index.php?title=Alexander_Urinov&action=edit&redlink=1,,63.9528098,41.32373
1529,Giampaolo Urlando,Italy,Hammer throw,testosterone,/wiki/Giampaolo_Urlando,1945-01-07,12.674297,42.6384261
1530,Mukhit Usenbaev,Kazakhstan,Weightlifting,,/w/index.php?title=Mukhit_Usenbaev&action=edit&redlink=1,,66.7780818,48.1012954
1531,Alisa Usmanova,Belarus,Gymnastics,hydrochlorothiazide,/w/index.php?title=Alisa_Usmanova&action=edit&redlink=1,,27.6971358,53.4250605
1532,Dariya Ustinova,Russia,Swimming,tuaminoheptane,/wiki/Dariya_Ustinova,1998-08-29,97.7453061,64.6863136
1533,Albeiro Usuriaga,Colombia,Football (soccer),cocaine,/wiki/Albeiro_Usuriaga,1966-06-12,-72.9088133,4.099917
1534,Daniel Vaisocher,Czech Republic,Swimming,ephedrine,/w/index.php?title=Daniel_Vaisocher&action=edit&redlink=1,,,
1535,Jorge Valdez,Paraguay,Football (soccer),coca,/wiki/Jorge_Valdez,1974-07-14,-58.1693445,-23.3165935
1536,Tadej Valjavec,Slovenia,Cycling,,/wiki/Tadej_Valjavec,1977-04-13,14.8153333,46.1199444
1537,Frank Vandenbroucke,Belgium,Cycling,,/wiki/Frank_Vandenbroucke_(cyclist),1974-11-06,4.6667145,50.6402809
1538,Zlatan Vanev,Bulgaria,Weightlifting,tampering with test,/wiki/Zlatan_Vanev,1973-03-29,25.4856617,42.6073975
1539,Linda van Herk,Netherlands,Swimming,refusal to submit to doping test,/w/index.php?title=Linda_van_Herk&action=edit&redlink=1,,5.541246849406163,52.24764975
1540,Vasileios Vanvounakis,Greece,Water polo,ephedrine,/w/index.php?title=Vasileios_Vanvounakis&action=edit&redlink=1,,21.9877132,38.9953683
1541,Norik Vardanian,United States,Weightlifting,cannabis,/wiki/Norik_Vardanian,1987-05-15,,
1542,Mikha Vardanyan,Armenia,Weightlifting,dehydrochlormethyltestosterone,/w/index.php?title=Mikha_Vardanyan&action=edit&redlink=1,,44.6736646,40.7696272
1543,Vladimir Varfolomeev,Russia,Rowing,,/w/index.php?title=Vladimir_Varfolomeev&action=edit&redlink=1,,97.7453061,64.6863136
1544,Fernando Vargas,United States,Boxing,anabolic steroids,/wiki/Fernando_Vargas,1977-12-07,,
1545,Kaisa Varis,Finland,Cross-country skiing,erythropoietin,/wiki/Kaisa_Varis,1975-09-21,25.9209164,63.2467777
1546,Yineth Varon,Colombia,Football (soccer),,/wiki/Yineth_Varon,1982-06-23,-72.9088133,4.099917
1547,Iliya Vasilev,Bulgaria,Swimming,clenbuterol,/w/index.php?title=Iliya_Vasilev&action=edit&redlink=1,,25.4856617,42.6073975
1548,Dmitry Vassiliev,Russia,Ski jumping,furosemide,/wiki/Dmitry_Vassiliev,1979-12-26,97.7453061,64.6863136
1549,Viktor Vatai,Hungary,Weightlifting,s8. cannabinoids,/w/index.php?title=Viktor_Vatai&action=edit&redlink=1,,19.5060937,47.1817585
1550,Geralee Vega Morales,Nigeria,Weightlifting,methylhexanamine,/wiki/Geralee_Vega_Morales,1986-07-22,7.9999721,9.6000359
1551,Juan Jose Veloz,Mexico,Swimming,nandrolone,/w/index.php?title=Juan_Jose_Veloz&action=edit&redlink=1,,-102.0077097,23.6585116
1552,Kicker Vencill,United States,Swimming,19-norandrosterone,/wiki/Kicker_Vencill,,,
1553,Sven Verdonck,Belgium,Football (soccer),stanozolol,/wiki/Sven_Verdonck,1988-01-30,4.6667145,50.6402809
1554,Sebastien Verdoucq,Canada,Water polo,cannabis,/w/index.php?title=Sebastien_Verdoucq&action=edit&redlink=1,,-107.991707,61.0666922
1555,Jerrel Venetiaan,Netherlands,Kickboxing,elevated testosterone,/wiki/Jerrel_Venetiaan,1971-03-09,5.541246849406163,52.24764975
1556,Stijn Vermeulen,Belgium,Swimming,cannabis,/w/index.php?title=Stijn_Vermeulen&action=edit&redlink=1,,4.6667145,50.6402809
1557,Michael Viau,Canada,Weightlifting,anabolic steroids,/w/index.php?title=Michael_Viau&action=edit&redlink=1,,-107.991707,61.0666922
1558,Chinthana Vidanage,Sri Lanka,Weightlifting,methylhexanamine,/wiki/Chinthana_Vidanage,1981-12-31,,
1559,Pieter de Villiers,France,Rugby union,"cocaine,ecstasy",/wiki/Pieter_de_Villiers_(rugby_player),1972-07-03,1.8883335,46.603354
1560,Alexander Vinokourov,Kazakhstan,Cycling,blood doping,/wiki/Alexander_Vinokourov,1973-09-16,66.7780818,48.1012954
1561,Richard Virenque,France,Cycling,,/wiki/Richard_Virenque,1969-11-19,1.8883335,46.603354
1562,Cobus Visagie,South Africa,Rugby,,/wiki/Cobus_Visagie,1973-10-31,,
1563,Ľubomír Višňovský,Slovakia,Ice hockey,pseudoephedrine,/wiki/%C4%BDubom%C3%ADr_Vi%C5%A1%C5%88ovsk%C3%BD,1976-08-11,19.4528646,48.7411522
1564,Yakuta Vladzimir,Belarus,Weightlifting,metandienone,/w/index.php?title=Yakuta_Vladzimir&action=edit&redlink=1,,27.6971358,53.4250605
1565,Nedarezava Volha,Belarus,Weightlifting,,/w/index.php?title=Nedarezava_Volha&action=edit&redlink=1,,27.6971358,53.4250605
1566,Nadzeya Vysotskaya,Belarus,Gymnastics,furosemide,/wiki/Nadzeya_Vysotskaya,1988-09-18,27.6971358,53.4250605
1567,Graham Wagg,England,Cricket,cocaine,/wiki/Graham_Wagg,1983-04-28,,
1568,Wakakirin Shinichi,Japan,Sumo wrestling,cannabis,/wiki/Wakakirin_Shinichi,1983-09-21,139.2394179,36.5748441
1569,Wakanohō Toshinori,Russia,Sumo wrestling,cannabis,/wiki/Wakanoh%C5%8D_Toshinori,1988-07-08,97.7453061,64.6863136
1570,Vinicius Waked,Brazil,Swimming,furosemide,/wiki/Vinicius_Waked,1987-06-01,-53.2,-10.3333333
1571,Achim Walcher,Austria,Cross-country skiing,blood transfusion,/wiki/Achim_Walcher,1967-12-01,14.12456,47.59397
1572,Alexander Walke,Germany,Football (soccer),cannabis,/wiki/Alexander_Walke,1983-06-06,10.4478313,51.1638175
1573,Libor Walzer,Czech Republic,Weightlifting,methylhexanamine,/wiki/Libor_Walzer,1975-12-08,,
1574,Wang Hongni,China,Triathlon,,/wiki/Wang_Hongni,,104.999927,35.000074
1575,Wang Luna,China,Swimming,triamterene,/wiki/Wang_Luna,1980-08-07,104.999927,35.000074
1576,Wang Wei,China,Swimming,clenbuterol,/w/index.php?title=Wang_Wei_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
1577,Wang Xiapeng,China,Shooting,,/w/index.php?title=Wang_Xiapeng&action=edit&redlink=1,,104.999927,35.000074
1578,Wang Yan,China,Cycling,,/wiki/Wang_Yan_(cyclist),1974-08-24,104.999927,35.000074
1579,Manju Wanniarachchi,Sri Lanka,Boxing,nandrolone,/wiki/Manju_Wanniarachchi,1979-12-02,,
1580,Shane Warne,Australia,Cricket,diuretics,/wiki/Shane_Warne,1969-09-13,134.755,-24.7761086
1581,Joe Warren,United States,Wrestling,cannabis,/wiki/Joe_Warren_(fighter),1976-10-31,,
1582,Jack Warrington,England,Rugby union,methylhexaneamine,/w/index.php?title=Jack_Warrington&action=edit&redlink=1,,,
1583,Claudell Washington,United States,Baseball,cocaine,/wiki/Claudell_Washington,1954-08-31,,
1584,Alex Watson,Australia,Pentathlon,caffeine,/wiki/Alex_Watson_(pentathlete),1957-10-24,134.755,-24.7761086
1585,Eric Watts,United States,Swimming,methylphenidate,/wiki/Eric_Watts,2000-10-01,,
1586,Wei Kun,China,Swimming,formoterol,/w/index.php?title=Wei_Kun&action=edit&redlink=1,,104.999927,35.000074
1587,Wes Welker,United States,American football,amphetamine,/wiki/Wes_Welker,1981-05-01,,
1588,Anthony West,Australia,Motorcycle racing,methylhexanamine,/wiki/Anthony_West_(motorcycle_racer),1981-07-17,134.755,-24.7761086
1589,Stig Wetzell,Finland,Ice hockey,ephedrine,/wiki/Stig_Wetzell,1945-10-07,25.9209164,63.2467777
1590,Matt White,Australia,Cycling,,/wiki/Matt_White_(cyclist),1974-02-22,134.755,-24.7761086
1591,Dillian Whyte,United Kingdom,Boxing,methylhexaneamine,/wiki/Dillian_Whyte,1988-04-11,,
1592,Yanina Wickmayer,Belgium,Tennis,missed test,/wiki/Yanina_Wickmayer,1989-10-20,4.6667145,50.6402809
1593,LB Wijeratne,Sri Lanka,Swimming,"prednisone,prednisolone",/w/index.php?title=LB_Wijeratne&action=edit&redlink=1,,,
1594,Mats Wilander,Sweden,Tennis,cocaine,/wiki/Mats_Wilander,1964-08-22,14.5208584,59.6749712
1595,Michał Wilk,Poland,Powerlifting,,/w/index.php?title=Micha%C5%82_Wilk&action=edit&redlink=1,,19.134422,52.215933
1596,Rob Wilkinson,Australia,Mixed martial arts (MMA),,/wiki/Rob_Wilkinson,1992-02-22,134.755,-24.7761086
1597,Ricky Williams,United States,American football,"cannabis,other drugs",/wiki/Ricky_Williams,1977-05-21,,
1598,Craig Windsor,United Kingdom,Boxing,anabolic steroids,,,,
1599,Bernice Wilson,United Kingdom,Track and field athletics,"anabolic steroid testosterone and clenbuterol,clomiphene",/wiki/Bernice_Wilson,1984-04-21,,
1600,George Winston,United Kingdom,Weightlifting,anabolic steroids,,,,
1601,Qyntel Woods,United States,Basketball,indian cannabis,/wiki/Qyntel_Woods,1981-02-16,,
1602,Jesper Worre,Denmark,Cycling,amineptine,/wiki/Jesper_Worre,1959-06-05,10.3333283,55.670249
1603,Chris Wright,England,Cricket,ostarine,/wiki/Chris_Wright_(cricketer),1985-07-14,,
1604,Dan Wu,China,Weightlifting,,/w/index.php?title=Dan_Wu_(weightlifter)&action=edit&redlink=1,,104.999927,35.000074
1605,Wu Yanyan,China,Swimming,,/wiki/Wu_Yanyan,1978-11-07,104.999927,35.000074
1606,Abel Xavier,Portugal,Football (soccer),methandienone,/wiki/Abel_Xavier,1972-11-30,-8.1353519,39.6621648
1607,Xiong Guoming,China,Swimming,clenbuterol,/w/index.php?title=Xiong_Guoming&action=edit&redlink=1,,104.999927,35.000074
1608,Manal Yagoubi,Algeria,Volleyball,methylprednisolone,/w/index.php?title=Manal_Yagoubi&action=edit&redlink=1,,2.9999825,28.0000272
1609,Yang Aihua,China,Swimming,,/wiki/Yang_Aihua,,104.999927,35.000074
1610,Dmitri Yaroshenko,Russia,Biathlon,r-epo,/wiki/Dmitri_Yaroshenko,1976-11-04,97.7453061,64.6863136
1611,Yang Xuewei,China,Weightlifting,,/w/index.php?title=Yang_Xuewei&action=edit&redlink=1,,104.999927,35.000074
1612,Dayana Yastremska,Ukraine,Tennis,mesterolone,/wiki/Dayana_Yastremska,2000-05-15,31.2718321,49.4871968
1613,Jeremy Yates,New Zealand,Cycling,testosterone,/wiki/Jeremy_Yates,1982-07-06,,
1614,Faw Thaw Ye,Myanmar,Weightlifting,,/w/index.php?title=Faw_Thaw_Ye&action=edit&redlink=1,,95.9999652,17.1750495
1615,Yevgenia Yermakova,Kazakhstan,Swimming,diuretic,/wiki/Yevgenia_Yermakova,1976-04-09,66.7780818,48.1012954
1616,Vacheslav Yershov,Kazakhstan,Weightlifting,,/w/index.php?title=Vacheslav_Yershov&action=edit&redlink=1,,66.7780818,48.1012954
1617,Ying Shang,China,Swimming,clenbuterol,/w/index.php?title=Ying_Shang&action=edit&redlink=1,,104.999927,35.000074
1618,Yuki Yokosawa,Japan,Judo,,/wiki/Yuki_Yokosawa,1980-10-29,139.2394179,36.5748441
1619,Marshall Young,Canada,Water polo,cannabis,/w/index.php?title=Marshall_Young&action=edit&redlink=1,,-107.991707,61.0666922
1620,Yuliya Efimova,Russia,Swimming,steroids,/wiki/Yuliya_Efimova,1992-04-03,97.7453061,64.6863136
1621,Erik Zabel,Germany,Cycling,erythropoietin,/wiki/Erik_Zabel,1970-07-07,10.4478313,51.1638175
1622,Ashkan Sharaf Zadeh,Iran,Swimming,methandienone,/w/index.php?title=Ashkan_Sharaf_Zadeh&action=edit&redlink=1,,54.5643516,32.6475314
1623,Shoaib Zahoor,Pakistan,Bodybuilding,,/w/index.php?title=Shoaib_Zahoor&action=edit&redlink=1,,71.247499,30.3308401
1624,Andrey Zakharov,Moldova,Swimming,stanozolol,/w/index.php?title=Andrey_Zakharov_(swimming)&action=edit&redlink=1,,28.5670941,47.2879608
1625,Faat Zakirov,Russia,Cycling,nesp,/wiki/Faat_Zakirov,1974-01-03,97.7453061,64.6863136
1626,Aksana Zalatarova,Belarus,Weightlifting,,/w/index.php?title=Aksana_Zalatarova&action=edit&redlink=1,,27.6971358,53.4250605
1627,Tommaso Zambelli,Italy,Swimming,cannabis,/w/index.php?title=Tommaso_Zambelli&action=edit&redlink=1,,12.674297,42.6384261
1628,Matthew Zammit,Malta,Swimming,stanozolol,/w/index.php?title=Matthew_Zammit&action=edit&redlink=1,,14.4476911,35.8885993
1629,Mohamad Zawit,Syria,Weightlifting,"stanozolol,metenolone,methyltestosterone",/w/index.php?title=Mohamad_Zawit&action=edit&redlink=1,,39.0494106,34.6401861
1630,Zeng Liqing,China,Cycling,epo,/w/index.php?title=Zeng_Liqing&action=edit&redlink=1,,104.999927,35.000074
1631,Zetao Ning,China,Swimming,clenbuterol,/w/index.php?title=Zetao_Ning&action=edit&redlink=1,,104.999927,35.000074
1632,Zhang Bin,China,Swimming,,/w/index.php?title=Zhang_Bin_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
1633,Zhang Lei,China,Canoeing,,/w/index.php?title=Zhang_Lei_(canoeist)&action=edit&redlink=1,,104.999927,35.000074
1634,Zhang Shuai,China,Football (soccer),ephedrine,"/wiki/Zhang_Shuai_(footballer,_born_1981)",1981-07-20,104.999927,35.000074
1635,Zhang Yi,China,Swimming,triamterene,/w/index.php?title=Zhang_Yi_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
1636,Nina Zhivanevskaya,Russia,Swimming,bromantane,/wiki/Nina_Zhivanevskaya,1977-06-24,97.7453061,64.6863136
1637,Zhou Guanbin,China,Swimming,,/w/index.php?title=Zhou_Guanbin&action=edit&redlink=1,,104.999927,35.000074
1638,Zhou Jie,China,Swimming,,/w/index.php?title=Zhou_Jie_(swimmer)&action=edit&redlink=1,,104.999927,35.000074
1639,Zhou Mi,Hong Kong,Badminton,clenbuterol,/wiki/Zhou_Mi_(badminton),1979-02-18,,
1640,Anastasia Ziablova,Russia,Swimming,nandrolone,/w/index.php?title=Anastasia_Ziablova&action=edit&redlink=1,,97.7453061,64.6863136
