,name,country,sport,substance,webpage,date_of_birth,longitude,latitude
1247,Shawn Ray,United States,Bodybuilding,anabolic steroid,/wiki/Shawn_Ray,1965-09-09,,
1248,Rita Razmaite,Lithuania,Cycling,bromantan,/wiki/Rita_Razmaite,1967-06-20,23.7499997,55.3500003
1249,William Rees-Hole,United Kingdom,Rugby union,clenbuterol,/w/index.php?title=William_Rees-Hole&action=edit&redlink=1,,,
1250,Dermot Reeve,United Kingdom,Cricket,cannabis,/wiki/Dermot_Reeve,1963-04-02,,
1251,Abdur Rehman,Pakistan,Cricket,cannabis,"/wiki/Abdur_Rehman_(cricketer,_born_1980)",1980-03-01,71.247499,30.3308401
1252,Stephen Rehrmann,United States,Swimming,pseudoephedrine,/w/index.php?title=Stephen_Rehrmann&action=edit&redlink=1,,,
1253,Andris Reinholds,Latvia,Rowing,nandrolone,/wiki/Andris_Reinholds,1971-06-07,24.7537645,56.8406494
1254,Rica Reinisch,East Germany,Swimming,turinabol,/wiki/Rica_Reinisch,1965-04-06,,
1255,Werner Reiterer,Australia,Athletics,admitted drug use,/wiki/Werner_Reiterer,1968-01-27,134.755,-24.7761086
1256,Peter Ribe,Norway,Canoeing,ephedrine,/wiki/Peter_Ribe,,8.7876653,61.1529386
1257,Ricardo Riccò,Italy,Cycling,cera,/wiki/Ricardo_Ricc%C3%B2,1983-09-01,12.674297,42.6384261
1258,Wayne Richards,Australia,Rugby league,anabolic steroids,/wiki/Wayne_Richards,1970-08-02,134.755,-24.7761086
1259,Sha'Carri Richardson,United States,Sprinting,cannabis,/wiki/Sha%27Carri_Richardson,2000-03-25,,
1260,Maximiliano Richeze,Argentina,Cycling,steroid,/wiki/Maximiliano_Richeze,1983-03-07,-64.9672817,-34.9964963
1261,Bjarne Riis,Denmark,Cycling,"epo,cortisone,growth hormone",/wiki/Bjarne_Riis,1964-04-03,10.3333283,55.670249
1262,Samantha Riley,Australia,Swimming,dextropropoxyphene,/wiki/Samantha_Riley,1972-11-13,134.755,-24.7761086
1263,Ryan Rimouski,Canada,Association football,performance enhancing drugs,/w/index.php?title=Ryan_Rimouski&action=edit&redlink=1,,-107.991707,61.0666922
1264,Juan Rincón,Venezuela,Baseball,steroids,/wiki/Juan_Rinc%C3%B3n,1979-01-23,-66.1109318,8.0018709
1265,Willie Rioli,Australia,Australian rules football,submitting fake urine sample,/wiki/Willie_Rioli,1995-06-04,134.755,-24.7761086
1266,Danny Rios,United States,Baseball,stanozolol,/wiki/Danny_Rios,1972-11-11,,
1267,Alessandro Rivellini,Italy,Swimming,epo,/w/index.php?title=Alessandro_Rivellini&action=edit&redlink=1,,12.674297,42.6384261
1268,Barret Robbins,United States,American football,thg,/wiki/Barret_Robbins,1973-08-26,,
1269,Grant Roberts,United States,Baseball,steroids,/wiki/Grant_Roberts,1977-09-13,,
1270,Ana Rodrigues,Portugal,Water polo,canrenone,,,-8.1353519,39.6621648
1271,Charles Roche,France,Water polo,cannabis,/wiki/Charles_Roche,,1.8883335,46.603354
1272,Aikaterini Roditi,Greece,Weightlifting,"methyltrienolone,buprenorphine",/w/index.php?title=Aikaterini_Roditi&action=edit&redlink=1,,21.9877132,38.9953683
1273,Miguel Rodrigues,Portugal,Swimming,methylhexaneamine,/w/index.php?title=Miguel_Rodrigues_(swimming)&action=edit&redlink=1,,-8.1353519,39.6621648
1274,Alex Rodriguez,United States,Baseball,"testosterone,primobolan",/wiki/Alex_Rodriguez,1975-07-27,,
1275,Ángel Rodríguez,Spain,Motorcycle racing,,/wiki/%C3%81ngel_Rodr%C3%ADguez_(motorcycle_racer),1985-05-20,-4.8379791,39.3260685
1276,Estella Rodriguez Villanueva,Cuba,Judo,furosemide,/wiki/Estella_Rodriguez_Villanueva,1967-11-17,-80.8328748,23.0131338
1277,Luis Rojas,Venezuela,Swimming,missed test,/wiki/Luis_Rojas_(swimmer),1979-07-05,-66.1109318,8.0018709
1278,Andrea Rolle,Italy,Water polo,cannabis,/w/index.php?title=Andrea_Rolle&action=edit&redlink=1,,12.674297,42.6384261
1279,Luis Román Rolón,Puerto Rico,Boxing,,/wiki/Luis_Rom%C3%A1n_Rol%C3%B3n,1968-07-13,,
1280,Bill Romanowski,United States,American football,steroids,/wiki/Bill_Romanowski,1966-04-02,,
1281,Romario,Brazil,Football (soccer),finasteride,/wiki/Romario,1966-01-29,-53.2,-10.3333333
1282,Helen Rorive,Belgium,Volleyball,s5 diuretics/acetazolamide,/w/index.php?title=Helen_Rorive&action=edit&redlink=1,,4.6667145,50.6402809
1283,Jarno Rosberg,Finland,Boxing,methandrostenolone,/w/index.php?title=Jarno_Rosberg&action=edit&redlink=1,,25.9209164,63.2467777
1284,Loren Ross,United States,Boxing,,/wiki/Loren_Ross,,,
1285,Alexandru Rosu,Romania,Weightlifting,t/e 14,/wiki/Alexandru_Rosu,1987-04-30,24.6859225,45.9852129
1286,Wolfgang Rottmann,Austria,Biathlon,violation of blood doping rules,/wiki/Wolfgang_Rottmann,,14.12456,47.59397
1287,Maralla Roudayna,Syria,Swimming,ephedrine,/w/index.php?title=Maralla_Roudayna&action=edit&redlink=1,,39.0494106,34.6401861
1288,Didier Rous,France,Cycling,erythropoietin,/wiki/Didier_Rous,1970-09-18,1.8883335,46.603354
1289,Hugo Roux,France,Water polo,cannabis,/w/index.php?title=Hugo_Roux&action=edit&redlink=1,,1.8883335,46.603354
1290,Fatullaev Rovshan,Argentina,Weightlifting,metandienone,/w/index.php?title=Fatullaev_Rovshan&action=edit&redlink=1,,-64.9672817,-34.9964963
1291,Judson Rowbotham,Canada,Rugby,cannabis,/w/index.php?title=Judson_Rowbotham&action=edit&redlink=1,,-107.991707,61.0666922
1292,Michal Rubáček,Czech Republic,Swimming,methylhexaneamine,/wiki/Michal_Rub%C3%A1%C4%8Dek,1986-12-19,,
1293,Ammar Rubaiaawi,Iraq,Weightlifting,metandienone,/w/index.php?title=Ammar_Rubaiaawi&action=edit&redlink=1,,44.1749775,33.0955793
1294,Lazaro Ruiz,Cuba,Weightlifting,boldenone,/wiki/Lazaro_Ruiz,,-80.8328748,23.0131338
1295,Graeme Rummans,Australia,Cricket,probenecid,/wiki/Graeme_Rummans,1976-12-13,134.755,-24.7761086
1296,Raimondas Rumšas,Lithuania,Cycling,,/wiki/Raimondas_Rum%C5%A1as,1972-01-14,23.7499997,55.3500003
1297,Andrey Russkikh,Russia,Cycling,,/w/index.php?title=Andrey_Russkikh&action=edit&redlink=1,,97.7453061,64.6863136
1298,Esmatullah Rustam Khil,Afghanistan,Weightlifting,"clostedol,methylhexaneamine",/w/index.php?title=Esmatullah_Rustam_Khil&action=edit&redlink=1,,66.2385139,33.7680065
1299,Stefan Rütimann,Switzerland,Cycling,testosterone,/w/index.php?title=Stefan_R%C3%BCtimann&action=edit&redlink=1,,8.2319736,46.7985624
1300,Andrey Rybakov,Russia,Weightlifting,,/w/index.php?title=Andrey_Rybakov&action=edit&redlink=1,,97.7453061,64.6863136
1301,Jesse Ryder,New Zealand,Cricket,"1-phenylbutan-2-amine  and n,alphadiethyl-benzeneethanamine",/wiki/Jesse_Ryder,1984-08-06,,
1302,Aleksandr Rytchkov,Russia,Football,cannabis,/wiki/Aleksandr_Rytchkov,1974-09-29,97.7453061,64.6863136
1303,Ahmed Saad,Australia,Australian rules football,,/wiki/Ahmed_Saad_(Australian_footballer),1989-10-09,134.755,-24.7761086
1304,Milla Saari (née Jauho),Finland,Cross-country skiing,hes,/wiki/Milla_Saari,1975-10-28,25.9209164,63.2467777
1305,Evi Sachenbacher-Stehle,Germany,Biathlon,methylhexanamine,/wiki/Evi_Sachenbacher-Stehle,1980-11-27,10.4478313,51.1638175
1306,Sharifi Sadeh,Iran,Weightlifting,metandienone,/w/index.php?title=Sharifi_Sadeh&action=edit&redlink=1,,54.5643516,32.6475314
1307,Şule Şahbaz,Turkey,Weightlifting,,/wiki/%C5%9Eule_%C5%9Eahbaz,1978-10-02,34.9249653,38.9597594
1308,Mamadou Sakho,France,Football (soccer),fat-burning substance,/wiki/Mamadou_Sakho,1990-02-13,1.8883335,46.603354
1309,Nicholas Santos,Brazil,Swimming,furosemide,/wiki/Nicholas_Santos,1980-02-14,-53.2,-10.3333333
1310,Asaad Said,Qatar,Weightlifting,,/w/index.php?title=Asaad_Said&action=edit&redlink=1,,51.2295295,25.3336984
1311,Saiedah Said,Singapore,Silat,"nor-sibutramine,oh-nor sibutramine",/w/index.php?title=Saiedah_Said&action=edit&redlink=1,,103.8194992,1.357107
1312,Wendell Sailor,Australia,Rugby union,cocaine,/wiki/Wendell_Sailor,1974-07-16,134.755,-24.7761086
1313,Juan Salas,Dominican Republic,Baseball,,/wiki/Juan_Salas,1978-11-07,,
1314,Daniel Sam,United Kingdom,Kickboxing,,/wiki/Daniel_Sam,1981-08-13,,
1315,Zabit Samedov,Azerbaijan,Kickboxing,anabolic steroid,/wiki/Zabit_Samedov,1984-07-21,47.7872508,40.3936294
1316,Leonidas Sampanis,Greece,Weightlifting,testosterone,/wiki/Leonidas_Sampanis,1971-10-28,21.9877132,38.9953683
1317,Maarten Sampermans,Belgium,Volleyball,cannabinoids,/w/index.php?title=Maarten_Sampermans&action=edit&redlink=1,,4.6667145,50.6402809
1318,Olga Samulenkova,Russia,Rowing,testosterone,/wiki/Olga_Samulenkova,1978-06-30,97.7453061,64.6863136
1319,Chris Salem,Lebanon,Rugby league,methylhexaneamine,/wiki/Chris_Salem,,35.843409,33.8750629
1320,Yann San Biagio,France,Water polo,cannabis,/w/index.php?title=Yann_San_Biagio&action=edit&redlink=1,,1.8883335,46.603354
1321,Alex Sánchez,Cuba,Baseball,steroids,/wiki/Alex_S%C3%A1nchez_(outfielder),1976-08-26,-80.8328748,23.0131338
1322,Francisco Pérez Sanchez,Spain,Cycling,erythropoietin,/wiki/Francisco_P%C3%A9rez_Sanchez,1978-07-22,-4.8379791,39.3260685
1323,Joel Sánchez,Peru,Football (soccer),methylhexaneamine,/wiki/Joel_S%C3%A1nchez_(Peruvian_footballer),1989-06-11,-75.0458515,-6.8699697
1324,Pradeep Sangwan,India,Cricket,steroid,/wiki/Pradeep_Sangwan,1990-11-05,78.6677428,22.3511148
1325,Mauro Santambrogio,Italy,Cycling,,/wiki/Mauro_Santambrogio,1984-10-07,12.674297,42.6384261
1326,Induino Santoni,Italy,Lifesaving,cocaine,/w/index.php?title=Induino_Santoni&action=edit&redlink=1,,12.674297,42.6384261
1327,Virpi Sarasvuo (née Kuitunen),Finland,Cross-country skiing,hes,/wiki/Virpi_Sarasvuo,1976-05-20,25.9209164,63.2467777
1328,Mitchell Sargent,Australia,Rugby league,cocaine,/wiki/Mitchell_Sargent,1979-07-02,134.755,-24.7761086
1329,Viseslav Saric,Croatia,Swimming,cannabis,/wiki/Viseslav_Saric,1977-02-03,15.6575209,45.3658443
1330,Santis Sarkanis,Latvia,Cycling,ephedrine,/w/index.php?title=Santis_Sarkanis&action=edit&redlink=1,,24.7537645,56.8406494
1331,Hasan Şaş,Turkey,Football (soccer),fenilpropanolamin,/wiki/Hasan_%C5%9Ea%C5%9F,1976-08-01,34.9249653,38.9597594
1332,Todd Sauerbrun,United States,American football,ephedra,/wiki/Todd_Sauerbrun,1973-01-04,,
1333,Dmitry Sayustov,Russia,Ice hockey,,/w/index.php?title=Dmitry_Sayustov&action=edit&redlink=1,,97.7453061,64.6863136
1334,Adam Sbieh,United States,Cycling,erythropoietin,/w/index.php?title=Adam_Sbieh&action=edit&redlink=1,,,
1335,Orlando Scandrick,United States,American football,amphetamines,/wiki/Orlando_Scandrick,1987-02-10,,
1336,Michele Scarponi,Italy,Cycling,operación puerto doping case,/wiki/Michele_Scarponi,1979-09-25,12.674297,42.6384261
1337,Viktors Ščerbatihs,Latvia,Weightlifting,anabolic steroids,/wiki/Viktors_%C5%A0%C4%8Derbatihs,1974-10-06,24.7537645,56.8406494
1338,Uliana Schcherbo,Ukraine,Weightlifting,stanozolol,/w/index.php?title=Uliana_Schcherbo&action=edit&redlink=1,,31.2718321,49.4871968
1339,Fränk Schleck,Luxembourg,Cycling,xipamide,/wiki/Fr%C3%A4nk_Schleck,1980-04-15,6.1296751,49.8158683
1340,Mike Schmidt,United States,Baseball,amphetamines,/wiki/Mike_Schmidt,1949-09-27,,
1341,Nate Schmidt,United States,Hockey,,/wiki/Nate_Schmidt,1991-07-16,,
1342,Roland Schmidt,East Germany,Weightlifting,turinabol,/w/index.php?title=Roland_Schmidt&action=edit&redlink=1,,,
1343,Petra Schneider,East Germany,Swimming,anabolic steroids,/wiki/Petra_Schneider,1963-01-11,,
1344,Carl Schreuder,South Africa,Swimming,ephedrine,/w/index.php?title=Carl_Schreuder&action=edit&redlink=1,,,
1345,Katja Schumacher,Germany,Triathlon,testosterone,/wiki/Katja_Schumacher,,10.4478313,51.1638175
1346,Stefan Schumacher,Germany,Cycling,cera,/wiki/Stefan_Schumacher,1981-07-21,10.4478313,51.1638175
1347,Alex Schwazer,Italy,Athletics,epo,/wiki/Alex_Schwazer,1984-12-26,12.674297,42.6384261
1348,Mehdi Sebou,Morocco,Water polo,nandrolone,/w/index.php?title=Mehdi_Sebou&action=edit&redlink=1,,-7.3362482,31.1728205
1349,Violeta Sechka,Belarus,Weightlifting,drostanolone,/w/index.php?title=Violeta_Sechka&action=edit&redlink=1,,27.6971358,53.4250605
1350,Sead Seferović,Bosnia and Herzegovina,Football (soccer),ephedrine,/wiki/Sead_Seferovi%C4%87,1970-04-28,,
1351,David Segui,United States,Baseball,"anabolic steroids,growth hormone",/wiki/David_Segui,1966-07-19,,
1352,Mudarra Segura,Costa Rica,Cycling,gw501516,/w/index.php?title=Mudarra_Segura&action=edit&redlink=1,,,
1353,Emanuele Sella,Italy,Cycling,erythropoietin,/wiki/Emanuele_Sella,1981-01-09,12.674297,42.6384261
1354,Yury Selyutin,Russia,Weightlifting,metandienone,/w/index.php?title=Yury_Selyutin&action=edit&redlink=1,,97.7453061,64.6863136
1355,Sun Yang,China,Swimming,not to declare the use of medical drugs,/wiki/Sun_Yang,1991-12-01,104.999927,35.000074
1356,Alexander Serebryakov,Russia,Cycling,,/wiki/Alexander_Serebryakov,1987-09-27,97.7453061,64.6863136
1357,Armas Sergio,Argentina,Weightlifting,clenbuterol,/w/index.php?title=Armas_Sergio&action=edit&redlink=1,,-64.9672817,-34.9964963
1358,Diogo dos Santos Serra,Portugal,Water polo,cocaine,/w/index.php?title=Diogo_dos_Santos_Serra&action=edit&redlink=1,,-8.1353519,39.6621648
1359,Jeremy Serreau,France,Water polo,testosterone,/w/index.php?title=Jeremy_Serreau&action=edit&redlink=1,,1.8883335,46.603354
1360,Óscar Sevilla,Spain,Cycling,,/wiki/%C3%93scar_Sevilla,1976-09-29,-4.8379791,39.3260685
1361,Roberto Sgambelluri,Italy,Cycling,nesp,/wiki/Roberto_Sgambelluri,1974-04-06,12.674297,42.6384261
1362,Frank Shackman,Germany,Weightlifting,metandienone,/w/index.php?title=Frank_Shackman&action=edit&redlink=1,,10.4478313,51.1638175
1363,Yasir Shah,Pakistan,Cricket,chlortalidone,/wiki/Yasir_Shah,1986-05-02,71.247499,30.3308401
1364,Salem Hussain Shaheen,Saudi Arabia,Swimming,cannabis,/w/index.php?title=Salem_Hussain_Shaheen&action=edit&redlink=1,,,
1365,Yacoub Shahenda,Jordan,Weightlifting,stanozolol,/w/index.php?title=Yacoub_Shahenda&action=edit&redlink=1,,36.941628,31.1667049
1366,Khurram Shahzad,Pakistan,Weightlifting,methandienone,/wiki/Khurram_Shahzad_(weightlifter),,71.247499,30.3308401
1367,Mohammad Shahzad,Afghanistan,Cricket,clenbuterol,/wiki/Mohammad_Shahzad,1988-01-10,66.2385139,33.7680065
1368,Ken Shamrock,United States,Mixed Martial Arts,"stanozolol,19-norandrosterone and 19-noretiocholanolone",/wiki/Ken_Shamrock,1964-02-11,,
1369,Tariq Ali Sharahli,Saudi Arabia,Volleyball,cannabinoids,/w/index.php?title=Tariq_Ali_Sharahli&action=edit&redlink=1,,,
1370,Maria Sharapova,Russia,Tennis,meldonium,/wiki/Maria_Sharapova,1987-04-19,97.7453061,64.6863136
1371,Surya Prasad Sharma,India,Swimming,stanozolol,/w/index.php?title=Surya_Prasad_Sharma&action=edit&redlink=1,,78.6677428,22.3511148
1372,Keri-Leigh Shaw,South Africa,Swimming,"clenbuterol,ephedrine",/w/index.php?title=Keri-Leigh_Shaw&action=edit&redlink=1,,,
1373,Prithvi Shaw,India,Cricket,terbutaline,/wiki/Prithvi_Shaw,1999-11-09,78.6677428,22.3511148
1374,Maxim Shcherbakov,Russia,Swimming,,/w/index.php?title=Maxim_Shcherbakov&action=edit&redlink=1,,97.7453061,64.6863136
1375,Shang Shichun,China,Weightlifting,,/w/index.php?title=Shang_Shichun&action=edit&redlink=1,,104.999927,35.000074
1376,Frankie Sheahan,Ireland,Rugby,salbutomol,/wiki/Frankie_Sheahan,1976-08-27,-7.9794599,52.865196
1377,Gary Sheffield,United States,Baseball,steroids,/wiki/Gary_Sheffield,1968-11-18,,
1378,Ahmed Shehzad,Pakistan,Cricket,,/wiki/Ahmed_Shehzad,1991-11-23,71.247499,30.3308401
1379,Tuliayeva Shemshat,Belarus,Weightlifting,clenbuterol,/w/index.php?title=Tuliayeva_Shemshat&action=edit&redlink=1,,27.6971358,53.4250605
1380,Sean Sherk,United States,Mixed martial arts,nandrolone,/wiki/Sean_Sherk,1973-08-05,,
1381,Andrey Shevtsov,Canada,Swimming,cannabinoids,/wiki/Andrey_Shevtsov,1961-12-13,-107.991707,61.0666922
1382,Georgi Shikov,Bulgaria,Weightlifting,"clenbuterol,hydroxystanozolol",/w/index.php?title=Georgi_Shikov&action=edit&redlink=1,,25.4856617,42.6073975
1383,Takahiro Shimonaka,Japan,Wrestling,tamoxifen,/w/index.php?title=Takahiro_Shimonaka&action=edit&redlink=1,,139.2394179,36.5748441
1384,Sergei Shiriaev,Russia,Cross-country skiing,erythropoietin,/wiki/Sergei_Shiriaev,1983-02-08,97.7453061,64.6863136
1385,Denis Shiryakov,Russia,Weightlifting,,/w/index.php?title=Denis_Shiryakov&action=edit&redlink=1,,97.7453061,64.6863136
1386,Katsiryna Shkuraava,Belarus,Weightlifting,metandienone,/w/index.php?title=Katsiryna_Shkuraava&action=edit&redlink=1,,27.6971358,53.4250605
1387,Oleg Shteinikov,Kazakhstan,Swimming,nandrolone,/w/index.php?title=Oleg_Shteinikov&action=edit&redlink=1,,66.7780818,48.1012954
1388,Abdurahman Shtwei,Libya,Weightlifting,"testosterone,epitestosterone",/w/index.php?title=Abdurahman_Shtwei&action=edit&redlink=1,,18.1236723,26.8234472
1389,Azizojan Shukurov,Tajikistan,Weightlifting,metandienone,/w/index.php?title=Azizojan_Shukurov&action=edit&redlink=1,,70.8156541,38.6281733
1390,Irina Sibetova,Russia,Weightlifting,metandienone,/w/index.php?title=Irina_Sibetova&action=edit&redlink=1,,97.7453061,64.6863136
1391,Kashif Siddiq,Pakistan,Cricket,"nandralone,stanazolol",/wiki/Kashif_Siddiq,1981-12-31,71.247499,30.3308401
1392,Jörg Harald Sievers,East Germany,Swimming,turinabol,/wiki/J%C3%B6rg_Harald_Sievers,,,
1393,Steve Siler,United States,Swimming,ephedrine,/w/index.php?title=Steve_Siler&action=edit&redlink=1,,,
1394,Kristina Silkina,Russia,Weightlifting,,/w/index.php?title=Kristina_Silkina&action=edit&redlink=1,,97.7453061,64.6863136
1395,Antônio Silva,Brazil,Mixed Martial Arts,boldenone,/wiki/Ant%C3%B4nio_Silva_(fighter),1979-09-14,-53.2,-10.3333333
1396,Glauber Araujo Silva,Brazil,Swimming,testosterone,/w/index.php?title=Glauber_Araujo_Silva&action=edit&redlink=1,,-53.2,-10.3333333
1397,Filippo Simeoni,Italy,Cycling,"erythropoietin,growth hormone",/wiki/Filippo_Simeoni,1971-08-17,12.674297,42.6384261
1398,Helle Simonsen,Denmark,Curling,unspecified,/wiki/Helle_Simonsen_(curler),1984-09-07,10.3333283,55.670249
1399,Win Shwe Sin,Myanmar,Weightlifting,,/w/index.php?title=Win_Shwe_Sin&action=edit&redlink=1,,95.9999652,17.1750495
1400,Harpreet Singh,India,Weightlifting,nandroline,/w/index.php?title=Harpreet_Singh_(weightlifting)&action=edit&redlink=1,,78.6677428,22.3511148
1401,Rajesh Kumar Singh,India,Weightlifting,metandienone,/w/index.php?title=Rajesh_Kumar_Singh_(weightlifter)&action=edit&redlink=1,,78.6677428,22.3511148
1402,Tajinder Singh,India,Weightlifting,,/wiki/Tajinder_Singh,1992-05-25,78.6677428,22.3511148
1403,Patrik Sinkewitz,Germany,Cycling,testosterone,/wiki/Patrik_Sinkewitz,1980-10-20,10.4478313,51.1638175
1404,Jannik Sinner,Italy,Tennis,clostebol,/wiki/Jannik_Sinner,2001-08-16,12.674297,42.6384261
1405,Oleksandr Sitalo,Ukraine,Wrestling,thc,/w/index.php?title=Oleksandr_Sitalo&action=edit&redlink=1,,31.2718321,49.4871968
1406,Faina Sivanbayeva,Kazakhstan,Weightlifting,stanozolol,/w/index.php?title=Faina_Sivanbayeva&action=edit&redlink=1,,66.7780818,48.1012954
1407,Marcel Six,United Kingdom,Cycling,refusal to submit to doping test,/w/index.php?title=Marcel_Six&action=edit&redlink=1,,,
1408,Michael Skelde,Denmark,Cycling,testosterone,/wiki/Michael_Skelde,1973-08-13,10.3333283,55.670249
1409,Jesper Skibby,Denmark,Cycling,,/wiki/Jesper_Skibby,1964-03-21,10.3333283,55.670249
1410,Tremayne Smartt,Guyana,Cricket,furosemide,/wiki/Tremayne_Smartt,1985-09-17,-58.6416891,4.8417097
1411,Adam Smith,United States,Mixed martial arts,"cocaine,cannabis",/w/index.php?title=Adam_Smith_(fighter)&action=edit&redlink=1,,,
1412,Joel Smith,Australia,Australian rules football,cocaine,"/wiki/Joel_Smith_(footballer,_born_1996)",1996-02-25,134.755,-24.7761086
1413,Kenneth Smith,South Africa,Swimming,"cannabinoids,mdma",/w/index.php?title=Kenneth_Smith_(swimmer)&action=edit&redlink=1,,,
1414,Lonnie Smith,United States,Baseball,cocaine,/wiki/Lonnie_Smith_(baseball),1955-12-22,,
1415,Michelle Smith (Michelle de Bruin),Ireland,Swimming,tampering with test,/wiki/Michelle_Smith,1969-12-16,-7.9794599,52.865196
1416,Paul Smith,England,Cricket,"cocaine,confessed after quitting the sport.","/wiki/Paul_Smith_(cricketer,_born_1964)",1964-04-15,,
1417,Richard Smith,Australia,Cycling,blood doping,/w/index.php?title=Richard_Smith_(cyclist)&action=edit&redlink=1,,134.755,-24.7761086
1418,Ebi Smolarek,Poland,Football (soccer),cannabis,/wiki/Ebi_Smolarek,1981-01-09,19.134422,52.215933
1419,Matt Socholotiuk,Canada,Canadian football,human growth hormone,/w/index.php?title=Matt_Socholotiuk&action=edit&redlink=1,,-107.991707,61.0666922
1420,Edgars Soika,Latvia,Curling,spironolactone,/w/index.php?title=Edgars_Soika&action=edit&redlink=1,,24.7537645,56.8406494
1421,Sergei Sokolov,Azerbaijan,Football (soccer),betamethasone,/wiki/Sergei_Sokolov_(Azerbaijani_footballer),1977-03-12,47.7872508,40.3936294
1422,Andrey Solomennikov,Russia,Cycling,,/wiki/Andrey_Solomennikov,1987-06-10,97.7453061,64.6863136
1423,Nasser El Sonbaty,Germany,Bodybuilding,diuretics,/wiki/Nasser_El_Sonbaty,1965-10-15,10.4478313,51.1638175
1424,Christiane Knacke-Sommer,East Germany,Swimming,anabolic steroids.,/w/index.php?title=Christiane_Knacke-Sommer&action=edit&redlink=1,,,
1425,Chael Sonnen,United States,Mixed Martial Arts,"testosterone/epitestosterone, ratio,anastrozole,clomiphene,human growth hormone,erythropoeitan,human chorionic gonadotropin,",/wiki/Chael_Sonnen,1977-04-03,,
1426,Lary Sorensen,United States,Baseball,cocaine,/wiki/Lary_Sorensen,1955-10-04,,
1427,Rolf Sørensen,Denmark,Cycling,"epo,cortisone",/wiki/Rolf_S%C3%B8rensen,1965-04-20,10.3333283,55.670249
1428,Yoel Sotolongo,Cuba,Weightlifting,metandienone,/w/index.php?title=Yoel_Sotolongo&action=edit&redlink=1,,-80.8328748,23.0131338
1429,Maurizio Spaziano,Italy,Water polo,cannabis,/w/index.php?title=Maurizio_Spaziano&action=edit&redlink=1,,12.674297,42.6384261
1430,Duncan Spencer,England,Cricket,nandrolone,/wiki/Duncan_Spencer,1972-04-05,,
1431,Brandon Spikes,United States,American football,,/wiki/Brandon_Spikes,1987-09-03,,
1432,Nikos Spyropoulos,Greece,Football (soccer),testosterone,/wiki/Nikos_Spyropoulos,1983-10-10,21.9877132,38.9953683
1433,Giorgia Squizzato,Italy,Swimming,clostebol,/w/index.php?title=Giorgia_Squizzato&action=edit&redlink=1,,12.674297,42.6384261
1434,Sukanya Srisurat,Thailand,Weightlifting,methandienone,/wiki/Sukanya_Srisurat,1995-05-03,100.83273,14.8971921
1435,Zinaida Stahurskaya,Belarus,Cycling,"stanozolol,testosterone",/wiki/Zinaida_Stahurskaya,1971-02-09,27.6971358,53.4250605
1436,Jaap Stam,Netherlands,Football (soccer),nandrolone,/wiki/Jaap_Stam,1972-07-17,5.541246849406163,52.24764975
1437,Roger Stanislaus,England,Football (soccer),cocaine,/wiki/Roger_Stanislaus,1968-11-02,,
1438,James Stanton,Australia,Water polo,clenbuterol,/wiki/James_Stanton_(water_polo),1983-07-21,134.755,-24.7761086
1439,Matt Stevens,England,Rugby Union,cocaine,/wiki/Matt_Stevens_(rugby_union),1982-10-01,,
1440,Anthony Steward,South Africa,Water polo,benzoylecgonine,/wiki/Anthony_Steward,,,
1441,David Stits,Belgium,Water polo,cannabis,/w/index.php?title=David_Stits&action=edit&redlink=1,,4.6667145,50.6402809
1442,Ivan Stoitsov,Bulgaria,Weightlifting,steroids,/wiki/Ivan_Stoitsov,1985-03-22,25.4856617,42.6073975
1443,Nick Stone,Australia,Australian rules football,"amphetamine,methamphetamine","/wiki/Nick_Stone_(footballer,_born_1972)",1972-09-19,134.755,-24.7761086
1444,Marko Strahija,Croatia,Swimming,hcg,/wiki/Marko_Strahija,1975-05-28,15.6575209,45.3658443
1445,Astrid Strauss,East Germany,Swimming,testosterone,/wiki/Astrid_Strauss,1968-12-24,,
1446,Darryl Strawberry,United States,Baseball,cocaine,/wiki/Darryl_Strawberry,1962-03-12,,
1447,Dimitriy Striga,Kazakhstan,Weightlifting,stanozolol,/w/index.php?title=Dimitriy_Striga&action=edit&redlink=1,,66.7780818,48.1012954
1448,Marcus Stroman,United States,Baseball,methylhexaneamine,/wiki/Marcus_Stroman,1991-05-01,,
1449,Jamal Strong,United States,Baseball,,/wiki/Jamal_Strong,1978-08-05,,
1450,Marcus Stroud,United States,American football,anabolic steroids,/wiki/Marcus_Stroud,1978-06-25,,
1451,Barbora Strýcová,Czech Republic,Tennis,sibutramine,/wiki/Barbora_Str%C3%BDcov%C3%A1,1986-03-28,,
1452,Jamie Stuart,England,Football (soccer),"cocaine,cannabis",/wiki/Jamie_Stuart,1976-10-15,,
1453,Dana Stubblefield,United States,American football,thg,/wiki/Dana_Stubblefield,1970-11-14,,
1454,Anna Stylianou,Cyprus,Swimming,nandrolone,/wiki/Anna_Stylianou,1986-05-20,33.1451285,34.9823018
1455,Shabaz Sule,Turkey,Weightlifting,,/w/index.php?title=Shabaz_Sule&action=edit&redlink=1,,34.9249653,38.9597594
1456,Zulfugar Suleymanov,Azerbaijan,Weightlifting,"t/e 9,6 dehydromethyltestosterone",/w/index.php?title=Zulfugar_Suleymanov&action=edit&redlink=1,,47.7872508,40.3936294
1457,Ilirian Suli,Albania,Weightlifting,methandienone,/wiki/Ilirian_Suli,1975-10-11,19.9999619,41.000028
